date,hotel,is_canceled,adr,stays_in_weekend_nights,stays_in_week_nights,market_segment,country,lead_time,revenue
2015-07-02,City Hotel,1,62.0,0,2,Groups,PRT,258,124.0
2015-07-02,City Hotel,1,62.0,0,2,Groups,PRT,258,124.0
2015-07-02,City Hotel,1,62.0,0,2,Groups,PRT,258,124.0
2015-07-02,City Hotel,1,62.0,0,2,Groups,PRT,258,124.0
2015-07-02,City Hotel,1,62.0,0,2,Groups,PRT,258,124.0
2015-07-02,City Hotel,1,62.0,0,2,Groups,PRT,258,124.0
2015-07-02,City Hotel,1,62.0,0,2,Groups,PRT,258,124.0
2015-07-02,City Hotel,1,62.0,0,2,Groups,PRT,258,124.0
2015-07-02,City Hotel,1,62.0,0,2,Groups,PRT,258,124.0
2015-07-02,City Hotel,1,62.0,0,2,Groups,PRT,258,124.0
2015-07-02,City Hotel,1,62.8,0,2,Groups,PRT,258,125.6
2015-07-02,City Hotel,1,62.8,0,2,Groups,PRT,258,125.6
2015-07-02,City Hotel,1,62.8,0,2,Groups,PRT,258,125.6
2015-07-02,City Hotel,1,62.8,0,2,Groups,PRT,258,125.6
2015-07-02,City Hotel,1,62.0,0,2,Groups,PRT,258,124.0
2015-07-02,City Hotel,1,62.0,0,2,Groups,PRT,258,124.0
2015-07-02,City Hotel,1,62.0,0,2,Groups,PRT,258,124.0
2015-07-02,City Hotel,1,62.0,0,2,Groups,PRT,258,124.0
2015-07-02,Resort Hotel,0,67.58,2,5,Offline TA/TO,NOR,113,473.06
2015-07-02,City Hotel,1,62.0,0,2,Groups,PRT,258,124.0
2015-07-02,City Hotel,1,62.8,0,2,Groups,PRT,258,125.6
2015-07-02,City Hotel,1,62.0,0,2,Groups,PRT,258,124.0
2015-07-02,City Hotel,1,62.8,0,2,Groups,PRT,258,125.6
2015-07-02,City Hotel,1,62.8,0,2,Groups,PRT,258,125.6
2015-07-02,City Hotel,1,62.8,0,2,Groups,PRT,258,125.6
2015-07-02,City Hotel,1,62.8,0,2,Groups,PRT,258,125.6
2015-07-02,City Hotel,1,62.8,0,2,Groups,PRT,258,125.6
2015-07-02,City Hotel,1,62.8,0,2,Groups,PRT,258,125.6
2015-07-02,City Hotel,1,62.8,0,2,Groups,PRT,258,125.6
2015-07-02,City Hotel,1,62.8,0,2,Groups,PRT,258,125.6
2015-07-02,City Hotel,1,62.8,0,2,Groups,PRT,258,125.6
2015-07-02,Resort Hotel,0,119.35,2,5,Online TA,IRL,50,835.4499999999999
2015-07-02,Resort Hotel,1,153.0,2,5,Online TA,PRT,47,1071.0
2015-07-02,Resort Hotel,0,82.88,2,5,Offline TA/TO,NOR,113,580.16
2015-07-02,City Hotel,1,76.5,2,3,Online TA,PRT,62,382.5
2015-07-02,City Hotel,1,68.0,1,3,Online TA,PRT,63,272.0
2015-07-02,City Hotel,0,58.67,0,3,Groups,PRT,3,176.01
2015-07-02,City Hotel,1,76.5,0,3,Online TA,PRT,79,229.5
2015-07-02,City Hotel,1,76.5,0,2,Online TA,PRT,100,153.0
2015-07-02,City Hotel,1,62.8,0,2,Groups,PRT,258,125.6
2015-07-02,Resort Hotel,0,104.55,4,10,Offline TA/TO,GBR,127,1463.7
2015-07-02,Resort Hotel,0,88.4,4,10,Offline TA/TO,GBR,152,1237.6000000000001
2015-07-02,City Hotel,1,76.5,2,3,Online TA,PRT,62,382.5
2015-07-02,Resort Hotel,0,89.68,3,8,Offline TA/TO,DEU,142,986.48
2015-07-02,Resort Hotel,0,87.75,2,5,Offline TA/TO,IRL,226,614.25
2015-07-02,Resort Hotel,0,60.35,2,5,Offline TA/TO,GBR,152,422.45
2015-07-02,Resort Hotel,0,60.35,2,5,Offline TA/TO,IRL,152,422.45
2015-07-02,Resort Hotel,0,55.68,2,4,Offline TA/TO,GBR,127,334.08
2015-07-02,Resort Hotel,0,55.68,2,4,Offline TA/TO,IRL,150,334.08
2015-07-02,Resort Hotel,1,63.0,0,3,Direct,PRT,57,189.0
2015-07-02,Resort Hotel,1,110.7,1,3,Online TA,PRT,122,442.8
2015-07-02,Resort Hotel,1,67.58,4,10,Offline TA/TO,PRT,152,946.12
2015-07-02,Resort Hotel,0,199.5,3,8,Offline TA/TO,PRT,84,2194.5
2015-07-02,Resort Hotel,0,82.35,2,5,Offline TA/TO,GBR,90,576.4499999999999
2015-07-02,City Hotel,1,62.0,0,2,Groups,PRT,258,124.0
2015-07-02,Resort Hotel,1,108.8,1,3,Online TA,PRT,43,435.2
2015-07-02,Resort Hotel,1,108.8,1,3,Online TA,PRT,40,435.2
2015-07-02,Resort Hotel,0,98.0,1,3,Online TA,ESP,15,392.0
2015-07-02,Resort Hotel,0,108.8,1,3,Online TA,PRT,36,435.2
2015-07-02,Resort Hotel,0,137.0,2,3,Direct,ROU,70,685.0
2015-07-02,Resort Hotel,1,117.81,2,3,Online TA,PRT,45,589.05
2015-07-02,Resort Hotel,1,108.8,1,3,Online TA,PRT,45,435.2
2015-07-02,Resort Hotel,0,123.0,2,3,Direct,ESP,16,615.0
2015-07-02,Resort Hotel,0,79.5,2,3,Offline TA/TO,IRL,45,397.5
2015-07-02,Resort Hotel,0,137.0,2,3,Direct,ROU,70,685.0
2015-07-02,Resort Hotel,0,110.7,2,5,Online TA,PRT,107,774.9
2015-07-02,City Hotel,1,62.0,0,2,Groups,PRT,258,124.0
2015-07-02,Resort Hotel,0,58.95,2,5,Offline TA/TO,ESP,96,412.65000000000003
2015-07-02,Resort Hotel,0,65.5,2,4,Offline TA/TO,IRL,69,393.0
2015-07-03,City Hotel,0,86.0,0,2,Groups,PRT,43,172.0
2015-07-03,Resort Hotel,0,97.0,0,2,Online TA,POL,51,194.0
2015-07-03,Resort Hotel,0,110.5,0,2,Online TA,ESP,3,221.0
2015-07-03,Resort Hotel,0,153.0,0,2,Online TA,USA,10,306.0
2015-07-03,City Hotel,0,43.0,0,2,Groups,PRT,43,86.0
2015-07-03,Resort Hotel,1,110.3,0,2,Offline TA/TO,PRT,71,220.6
2015-07-03,Resort Hotel,1,73.8,0,2,Online TA,PRT,101,147.6
2015-07-03,City Hotel,0,86.0,0,2,Groups,PRT,43,172.0
2015-07-03,Resort Hotel,0,88.95,2,5,Offline TA/TO,ITA,121,622.65
2015-07-03,Resort Hotel,0,58.95,2,5,Offline TA/TO,BRA,121,412.65000000000003
2015-07-03,Resort Hotel,0,201.0,0,2,Online TA,PRT,116,402.0
2015-07-03,Resort Hotel,1,123.0,0,2,Online TA,PRT,144,246.0
2015-07-03,Resort Hotel,0,129.0,2,4,Direct,PRT,32,774.0
2015-07-03,City Hotel,0,60.27,2,5,Online TA,PRT,60,421.89000000000004
2015-07-03,City Hotel,0,63.0,0,2,Groups,PRT,4,126.0
2015-07-03,City Hotel,1,86.0,0,2,Groups,PRT,43,172.0
2015-07-03,City Hotel,0,63.0,0,2,Groups,PRT,43,126.0
2015-07-03,Resort Hotel,0,91.5,0,2,Offline TA/TO,PRT,2,183.0
2015-07-03,Resort Hotel,0,114.5,0,2,Online TA,ESP,15,229.0
2015-07-03,Resort Hotel,1,110.3,0,2,Online TA,PRT,51,220.6
2015-07-03,Resort Hotel,0,90.9,1,2,Online TA,ESP,3,272.70000000000005
2015-07-03,Resort Hotel,1,123.0,1,2,Online TA,PRT,48,369.0
2015-07-03,Resort Hotel,0,98.0,0,1,Online TA,PRT,9,98.0
2015-07-03,City Hotel,1,76.5,1,2,Online TA,PRT,80,229.5
2015-07-03,Resort Hotel,0,122.0,2,2,Online TA,PRT,2,488.0
2015-07-03,Resort Hotel,0,110.7,2,2,Offline TA/TO,DEU,72,442.8
2015-07-03,Resort Hotel,0,85.86,2,6,Offline TA/TO,PRT,81,686.88
2015-07-03,Resort Hotel,0,58.95,2,7,Offline TA/TO,FRA,99,530.5500000000001
2015-07-03,Resort Hotel,1,55.68,3,7,Offline TA/TO,PRT,368,556.8
2015-07-03,Resort Hotel,0,55.68,3,7,Offline TA/TO,GBR,364,556.8
2015-07-03,Resort Hotel,1,124.0,3,7,Direct,PRT,81,1240.0
2015-07-03,Resort Hotel,0,111.15,3,7,Offline TA/TO,GBR,99,1111.5
2015-07-03,Resort Hotel,0,134.73,4,10,Offline TA/TO,GBR,324,1886.2199999999998
2015-07-03,Resort Hotel,0,92.45,4,10,Online TA,GBR,69,1294.3
2015-07-03,Resort Hotel,1,82.0,0,2,Online TA,PRT,63,164.0
2015-07-03,Resort Hotel,0,73.8,0,1,Online TA,GBR,12,73.8
2015-07-03,City Hotel,0,86.0,0,2,Groups,PRT,43,172.0
2015-07-03,City Hotel,0,86.0,0,2,Groups,PRT,43,172.0
2015-07-03,City Hotel,1,63.75,0,2,Offline TA/TO,PRT,97,127.5
2015-07-03,City Hotel,1,86.0,0,2,Groups,PRT,43,172.0
2015-07-03,City Hotel,1,63.0,0,2,Groups,PRT,43,126.0
2015-07-03,City Hotel,0,86.0,0,2,Groups,PRT,43,172.0
2015-07-03,City Hotel,0,86.0,0,2,Groups,PRT,43,172.0
2015-07-03,City Hotel,1,63.0,0,2,Groups,PRT,43,126.0
2015-07-03,Resort Hotel,1,97.0,0,2,Online TA,PRT,62,194.0
2015-07-03,Resort Hotel,1,108.73,6,15,Offline TA/TO,PRT,79,2283.33
2015-07-03,Resort Hotel,0,131.0,0,1,Online TA,ESP,1,131.0
2015-07-03,Resort Hotel,1,123.0,0,2,Online TA,PRT,109,246.0
2015-07-03,Resort Hotel,0,123.0,0,1,Online TA,PRT,21,123.0
2015-07-03,Resort Hotel,0,90.95,2,5,Direct,DEU,102,636.65
2015-07-03,Resort Hotel,0,94.71,0,1,Online TA,USA,9,94.71
2015-07-03,Resort Hotel,1,117.0,2,5,Online TA,PRT,63,819.0
2015-07-03,Resort Hotel,0,99.3,2,5,Online TA,PRT,101,695.1
2015-07-03,Resort Hotel,0,123.0,0,1,Online TA,BEL,109,123.0
2015-07-03,Resort Hotel,0,196.54,2,5,Offline TA/TO,ESP,63,1375.78
2015-07-03,Resort Hotel,1,73.8,0,2,Online TA,PRT,72,147.6
2015-07-04,Resort Hotel,0,163.0,0,1,Online TA,PRT,2,163.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,Resort Hotel,0,55.68,2,4,Offline TA/TO,PRT,183,334.08
2015-07-04,Resort Hotel,0,139.0,2,5,Online TA,PRT,78,973.0
2015-07-04,Resort Hotel,0,97.0,2,5,Online TA,CHE,86,679.0
2015-07-04,Resort Hotel,0,73.8,2,5,Online TA,PRT,102,516.6
2015-07-04,Resort Hotel,0,58.95,2,5,Offline TA/TO,PRT,115,412.65000000000003
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,Resort Hotel,0,71.55,4,6,Offline TA/TO,GBR,92,715.5
2015-07-04,Resort Hotel,0,149.0,4,6,Direct,PRT,79,1490.0
2015-07-04,City Hotel,1,76.5,2,1,Online TA,PRT,145,229.5
2015-07-04,Resort Hotel,0,79.5,0,1,Offline TA/TO,PRT,30,79.5
2015-07-04,City Hotel,0,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,0,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,0,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,0,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,0,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,City Hotel,0,84.0,2,2,Groups,PRT,260,336.0
2015-07-04,City Hotel,0,60.0,2,2,Groups,PRT,260,240.0
2015-07-04,City Hotel,0,60.0,2,2,Groups,PRT,260,240.0
2015-07-04,Resort Hotel,0,96.95,2,6,Offline TA/TO,PRT,130,775.6
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,Resort Hotel,0,64.9,2,6,Offline TA/TO,PRT,130,519.2
2015-07-04,Resort Hotel,0,112.5,2,6,Direct,PRT,58,900.0
2015-07-04,Resort Hotel,0,116.5,2,6,Online TA,PRT,29,932.0
2015-07-04,Resort Hotel,0,55.68,4,6,Offline TA/TO,IRL,157,556.8
2015-07-04,Resort Hotel,0,96.9,2,5,Direct,PRT,127,678.3000000000001
2015-07-04,Resort Hotel,1,96.3,2,6,Online TA,PRT,101,770.4
2015-07-04,Resort Hotel,0,112.0,2,5,Online TA,PRT,149,784.0
2015-07-04,Resort Hotel,0,123.0,2,6,Online TA,PRT,109,984.0
2015-07-04,Resort Hotel,0,154.0,2,5,Online TA,GBR,158,1078.0
2015-07-04,Resort Hotel,0,90.95,4,11,Offline TA/TO,IRL,184,1364.25
2015-07-04,City Hotel,1,76.5,2,3,Online TA,PRT,184,382.5
2015-07-04,Resort Hotel,0,71.55,4,6,Offline TA/TO,PRT,92,715.5
2015-07-04,Resort Hotel,0,67.24,2,5,Online TA,GBR,52,470.67999999999995
2015-07-04,City Hotel,1,76.5,2,3,Online TA,PRT,184,382.5
2015-07-04,City Hotel,1,62.0,2,2,Groups,PRT,260,248.0
2015-07-04,Resort Hotel,0,73.8,1,1,Online TA,FRA,100,147.6
2015-07-04,Resort Hotel,1,172.0,2,5,Direct,PRT,73,1204.0
2015-07-04,Resort Hotel,1,163.0,2,5,Online TA,PRT,26,1141.0
2015-07-04,Resort Hotel,0,96.3,2,5,Online TA,PRT,102,674.1
2015-07-04,Resort Hotel,0,85.8,2,4,Online TA,PRT,95,514.8
2015-07-04,Resort Hotel,0,96.49,2,4,Offline TA/TO,FRA,92,578.9399999999999
2015-07-04,Resort Hotel,0,154.0,1,1,Direct,PRT,135,308.0
2015-07-04,Resort Hotel,0,71.55,2,1,Offline TA/TO,FRA,98,214.64999999999998
2015-07-04,Resort Hotel,0,55.68,0,1,Offline TA/TO,PRT,183,55.68
2015-07-04,Resort Hotel,0,73.8,1,1,Online TA,FRA,100,147.6
2015-07-04,Resort Hotel,0,114.5,1,1,Online TA,PRT,1,229.0
2015-07-04,Resort Hotel,0,73.8,1,1,Online TA,FRA,100,147.6
2015-07-04,Resort Hotel,0,123.0,2,3,Online TA,PRT,145,615.0
2015-07-04,Resort Hotel,1,88.0,2,6,Online TA,PRT,182,704.0
2015-07-04,Resort Hotel,0,0.0,0,1,Complementary,PRT,32,0.0
2015-07-04,Resort Hotel,1,123.0,2,5,Online TA,PRT,131,861.0
2015-07-04,Resort Hotel,1,123.0,2,5,Online TA,PRT,141,861.0
